generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
1240,663.7,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,96,0.0000,52,0.0000,3254,0.0000
1250,680.4,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,95,0.0000,45,0.0000,3373,0.0000
1260,660.9,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,135,0.0000,63,0.0000,3341,0.0000
1270,667.3,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,144,0.0000,51,0.0000,3335,0.0000
1280,666.9,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,158,0.0000,110,0.0000,3398,0.0000
1290,660.5,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,101,0.0000,66,0.0000,3404,0.0000
1300,672.8,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,118,0.0000,56,0.0000,3351,0.0000
1310,665.7,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,150,0.0000,81,0.0000,3312,0.0000
1320,659.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,148,0.0000,53,0.0000,3312,0.0000
1330,669.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,138,0.0000,100,0.0000,3369,0.0000
1340,658.9,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,146,0.0000,81,0.0000,3386,0.0000
1350,672.3,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,114,0.0000,62,0.0000,3402,0.0000
1360,655.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,175,0.0000,112,0.0000,3371,0.0000
1370,662.4,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,165,0.0000,88,0.0000,3398,0.0000
1380,664.7,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,140,0.0000,72,0.0000,3304,0.0000
1390,649.1,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,177,0.0000,103,0.0000,3215,0.0000
1400,669.9,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,119,0.0000,64,0.0000,3392,0.0000
1410,664.2,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,146,0.0000,84,0.0000,3356,0.0000
1420,659.4,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,137,0.0000,46,0.0000,3233,0.0000
1430,660.0,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,138,0.0000,79,0.0000,3268,0.0000
1440,659.0,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,162,0.0000,75,0.0000,3306,0.0000
1450,657.0,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,148,0.0000,93,0.0000,3255,0.0000
1460,677.0,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,107,0.0000,81,0.0000,3238,0.0000
1470,674.4,1050.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,107,0.0000,58,0.0000,3459,0.0000
1480,672.9,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,145,0.0000,80,0.0000,3318,0.0000
1490,664.8,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,157,0.0000,108,0.0000,3454,0.0000
1500,679.0,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,114,0.0000,69,0.0000,3416,0.0000
1510,661.5,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,187,0.0000,126,0.0000,3393,0.0000
1520,678.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,101,0.0000,77,0.0000,3545,0.0000
1530,662.2,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,137,0.0000,63,0.0000,3405,0.0000
1540,662.3,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,146,0.0000,71,0.0000,3258,0.0000
1550,668.3,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,110,0.0000,83,0.0000,3402,0.0000
1560,663.5,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,159,0.0000,105,0.0000,3351,0.0000
1570,669.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,155,0.0000,78,0.0000,3373,0.0000
1580,662.8,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,167,0.0000,91,0.0000,3328,0.0000
1590,662.5,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,172,0.0000,128,0.0000,3290,0.0000
1600,664.5,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,129,0.0000,69,0.0000,3320,0.0000
1610,669.1,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,132,0.0000,88,0.0000,3498,0.0000
1620,668.9,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,120,0.0000,55,0.0000,3432,0.0000
1630,672.1,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,106,0.0000,68,0.0000,3440,0.0000
1640,672.4,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,131,0.0000,84,0.0000,3368,0.0000
1650,663.8,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,151,0.0000,113,0.0000,3293,0.0000
1660,676.2,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,93,0.0000,69,0.0000,3423,0.0000
1670,674.5,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,109,0.0000,60,0.0000,3427,0.0000
1680,669.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,156,0.0000,105,0.0000,3453,0.0000
1690,667.2,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,138,0.0000,67,0.0000,3372,0.0000
1700,664.7,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,132,0.0000,114,0.0000,3261,0.0000
1710,650.6,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,226,0.0000,176,0.0000,3201,0.0000
1720,671.3,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,102,0.0000,80,0.0000,3474,0.0000
1730,679.0,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,111,0.0000,62,0.0000,3533,0.0000
1740,674.9,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,113,0.0000,66,0.0000,3554,0.0000
1750,675.2,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,106,0.0000,64,0.0000,3493,0.0000
1760,665.3,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,171,0.0000,126,0.0000,3412,0.0000
1770,667.9,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,166,0.0000,121,0.0000,3454,0.0000
1780,671.5,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,166,0.0000,98,0.0000,3507,0.0000
1790,683.8,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,85,0.0000,60,0.0000,3434,0.0000
1800,680.2,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,111,0.0000,74,0.0000,3601,0.0000
1810,670.0,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,146,0.0000,95,0.0000,3353,0.0000
1820,677.4,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,88,0.0000,58,0.0000,3544,0.0000
1830,667.0,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,154,0.0000,118,0.0000,3457,0.0000
1840,678.5,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,73,0.0000,48,0.0000,3517,0.0000
1850,681.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,118,0.0000,74,0.0000,3428,0.0000
1860,659.5,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,201,0.0000,123,0.0000,3446,0.0000
1870,668.4,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,155,0.0000,118,0.0000,3524,0.0000
1880,679.0,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,137,0.0000,81,0.0000,3542,0.0000
1890,684.2,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,91,0.0000,49,0.0000,3660,0.0000
1900,679.5,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,160,0.0000,104,0.0000,3559,0.0000
1910,674.5,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,110,0.0000,77,0.0000,3503,0.0000
1920,680.5,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,94,0.0000,55,0.0000,3690,0.0000
1930,662.9,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,151,0.0000,92,0.0000,3591,0.0000
1940,673.0,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,130,0.0000,104,0.0000,3497,0.0000
1950,679.7,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,124,0.0000,89,0.0000,3532,0.0000
1960,673.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,143,0.0000,92,0.0000,3492,0.0000
1970,670.1,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,142,0.0000,73,0.0000,3575,0.0000
1980,667.2,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,193,0.0000,123,0.0000,3655,0.0000
1990,678.5,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,123,0.0000,81,0.0000,3604,0.0000
2000,669.4,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,166,0.0000,91,0.0000,3491,0.0000
2010,681.2,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,135,0.0000,79,0.0000,3608,0.0000
2020,678.5,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,123,0.0000,67,0.0000,3751,0.0000
2030,676.3,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,112,0.0000,54,0.0000,3457,0.0000
2040,653.8,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,188,0.0000,131,0.0000,3360,0.0000
2050,662.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,193,0.0000,121,0.0000,3379,0.0000
2060,686.6,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,108,0.0000,53,0.0000,3555,0.0000
2070,673.3,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,148,0.0000,91,0.0000,3548,0.0000
2080,679.5,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,116,0.0000,74,0.0000,3454,0.0000
2090,675.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,143,0.0000,95,0.0000,3482,0.0000
2100,688.6,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,86,0.0000,49,0.0000,3723,0.0000
2110,679.1,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,161,0.0000,115,0.0000,3664,0.0000
2120,677.7,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,8,170,0.0000,118,0.0000,3631,0.0000
2130,686.9,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,130,0.0000,88,0.0000,3829,0.0000
2140,669.0,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,201,0.0000,112,0.0000,3652,0.0000
2150,672.7,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1,4,7,219,0.0000,164,0.0000,3628,0.0000
2160,674.4,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,169,0.0000,133,0.0000,3670,0.0000
2170,691.8,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,84,0.0000,55,0.0000,3873,0.0000
2180,677.8,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,141,0.0000,93,0.0000,3715,0.0000
2190,684.4,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,116,0.0000,85,0.0000,3713,0.0000
2200,692.1,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,7,106,0.0000,62,0.0000,3720,0.0000
2210,683.7,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,124,0.0000,100,0.0000,3666,0.0000
2220,685.4,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,140,0.0000,106,0.0000,3806,0.0000
2230,680.8,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,9,135,0.0000,84,0.0000,3677,0.0000
2240,661.1,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,195,0.0000,124,0.0000,3509,0.0000
2250,682.4,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,127,0.0000,97,0.0000,3621,0.0000
2260,687.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,9,125,0.0000,76,0.0000,3735,0.0000
2270,682.3,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,7,112,0.0000,79,0.0000,3665,0.0000
2280,685.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,97,0.0000,69,0.0000,3696,0.0000
2290,682.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,9,139,0.0000,94,0.0000,3663,0.0000
2300,667.7,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,196,0.0000,135,0.0000,3600,0.0000
2310,684.2,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,152,0.0000,90,0.0000,3617,0.0000
2320,696.8,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,140,0.0000,97,0.0000,3800,0.0000
2330,690.2,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,7,117,0.0000,58,0.0000,3830,0.0000
2340,673.2,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,201,0.0000,132,0.0000,3732,0.0000
2350,663.3,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,221,0.0000,182,0.0000,3570,0.0000
2360,687.1,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,154,0.0000,77,0.0000,3738,0.0000
2370,688.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,101,0.0000,55,0.0000,3850,0.0000
2380,675.9,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,159,0.0000,96,0.0000,3800,0.0000
2390,695.4,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,125,0.0000,88,0.0000,3822,0.0000
2400,678.2,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,142,0.0000,61,0.0000,3712,0.0000
2410,699.0,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,95,0.0000,67,0.0000,3973,0.0000
2420,686.1,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,181,0.0000,154,0.0000,3777,0.0000
2430,694.0,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,135,0.0000,100,0.0000,3739,0.0000
2440,674.2,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,208,0.0000,143,0.0000,3663,0.0000
2450,696.1,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,125,0.0000,95,0.0000,3917,0.0000
2460,683.6,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,130,0.0000,87,0.0000,3788,0.0000
2470,672.6,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,157,0.0000,88,0.0000,3704,0.0000
2480,676.4,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,184,0.0000,117,0.0000,3708,0.0000
2490,693.0,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,7,87,0.0000,66,0.0000,3775,0.0000
2500,700.6,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,105,0.0000,61,0.0000,3786,0.0000
2510,689.4,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,150,0.0000,100,0.0000,3764,0.0000
2520,685.0,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,144,0.0000,80,0.0000,3667,0.0000
2530,682.4,1100.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,151,0.0000,91,0.0000,3747,0.0000
2540,669.1,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,186,0.0000,123,0.0000,3783,0.0000
2550,693.5,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,86,0.0000,66,0.0000,3875,0.0000
2560,689.7,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,131,0.0000,99,0.0000,3873,0.0000
2570,675.3,1150.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,10,160,0.0000,77,0.0000,3691,0.0000
2580,697.6,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,98,0.0000,76,0.0000,3789,0.0000
2590,684.7,1250.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,125,0.0000,80,0.0000,3669,0.0000
2600,694.7,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2,4,8,113,0.0000,66,0.0000,3877,0.0000
2610,696.6,1200.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,113,0.0000,56,0.0000,3831,0.0000
2620,686.1,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3,4,8,120,0.0000,35,0.0000,3823,0.0000
